user_id,item_id
106453094,74031826
27559334,222675896
47834036,298780807
122363030,288370625
135643032,315745023
138297987,303997125
109326356,385000996
61902875,72325519
106453094,103992724
30660351,44716963
36193619,5194894
34072819,351142494
108702461,101800123
18035062,157322841
123179870,311182979
127647168,193293
62810138,261694219
39995285,42722786
27136711,122812241
54902963,140148580
31204024,330905541
57052977,400177315
134278038,28911805
16830811,230337687
132521672,365204097
107928728,114712442
39746309,280516940
27136711,5891922
129034389,235065587
48986172,396052447
4641860,8552860
52355669,384206098
140632313,249041461
140632313,278790910
18035062,340649708
4740425,392263699
125581259,404518901
132541898,73202088
55777658,202300783
34072819,146705885
5922326,88782183
62957039,285406907
59698002,326563670
25786873,210829803
22433133,100811962
120059707,286010795
64792062,17206682
55988786,187981012
55988786,359356378
50783368,173751059
18035062,30783944
122997944,143818419
49423266,266775390
101725552,22785878
61837232,355805260
55776470,275908032
34020184,314962773
140932121,12953898
54902963,163366390
142394811,176848442
1474456,154572051
126047058,13102776
35339215,357942372
134072415,276185665
125255501,162943626
122363030,294869492
119343762,403865598
47940614,105558442
138445366,158751382
57943818,180033040
2412715,139857232
121007144,43454449
141988556,23684971
134072415,376394991
58531161,242187053
59037852,196286649
1403524,22642076
59037852,2440318
39746309,380241157
58531161,385837184
115172273,197313341
41632219,304090728
141236210,132412347
39746309,257764416
138297987,378385047
1403524,243162393
36061970,374686029
109729722,93912351
31204024,316545423
52987124,96384805
64414164,314044763
39746309,300624112
109752945,310975595
134680491,63840223
139197223,194726452
128878692,94523373
127788369,99732009
52987124,291523385
125847015,65594193
58531161,201940927
140932121,338302170
36061970,257628234
49706544,59954097
141988556,380553268
44994884,250742516
61837232,41125685
1403524,216506659
124061987,263653015
138297987,177147490
121186592,356320145
142317567,53877573
45924512,276832824
29846150,394040835
26127121,306884160
16830811,241891419
58813974,286958534
17321395,390367429
139197223,63218723
17201854,162294456
101668711,336566524
51020539,180239809
39746309,70995350
11436462,386445111
52987124,205568373
109326356,199549830
112721758,36265847
1403524,231693737
6135455,266675493
52987124,146227292
109752945,84312124
109326356,103708861
45790097,17371784
27625670,74874507
52987124,261944307
52987124,378979291
109326356,137580634
120414076,9098331
139197223,158000887
22260024,93065573
14498886,147222100
50862961,153894654
126047058,123842110
109729722,132141855
31204024,54814761
42616192,23999906
59037852,240234971
135207657,240637815
139197223,342887243
109326356,240712801
139251889,219557448
125255501,42130214
47059634,215081398
24953902,234322015
39746309,255289052
124979618,102724566
61837232,249800567
47940614,348980146
57943818,320108616
50210881,46778745
129034389,91839173
1403524,111911790
125528876,28520367
1403524,295625529
134072415,120266150
138297987,338231950
129034389,137216286
27559334,173065239
59037852,350242859
28062752,392368286
57261369,398735281
105237506,38996981
16830811,321447861
137816559,154821765
50661718,171681404
138297987,315437526
142298118,336669438
119271726,385381327
50210881,198115083
5736734,111774510
41779519,386224071
36061970,261943461
45790097,211562602
63300047,33947540
43938179,183841514
57052977,229751523
139197223,318610734
139197223,204724544
39995285,386623612
140932121,122948116
43158565,314213409
36061970,126882997
36995096,118022311
104308549,263210757
61837232,46470840
31204024,80563802
27584267,87810757
138964078,237209344
109326356,180514020
117904020,108909481
108395084,34639189
47059634,61615274
126047058,346722030
1403524,106930201
36061970,353294701
14851807,240665263
109752945,355847959
132219332,177022183
57052977,10003510
24536539,148290904
17257966,156458887
14307216,347795379
125255501,307307531
31204024,76458074
45790097,307773438
120857764,239299743
59037852,365117606
58053993,222110541
26127121,37215387
131331311,337016338
141442427,117878925
129034389,156736532
120430102,399710707
49961586,183031529
104308549,202094851
109729722,379140264
51792194,53237506
139197223,307291906
59037852,118118312
59037852,246386877
134072415,266733303
30735456,80865956
14307216,322069011
39995285,337710006
138297987,160391556
125255501,202074366
1403524,290220092
117313922,362611904
141125519,314513390
39995285,148832060
36692333,210067970
104308549,121426764
131801027,645845
125255501,390292615
136535067,156531364
5736734,106901789
1403524,363733062
30966958,139877595
1403524,357406866
52987124,232343790
59037852,80168970
47990057,247772796
48576195,182388097
122363030,123385923
119343762,261460986
1403524,240751347
39995285,288674869
141125519,250659304
125255501,142284347
1403524,354426843
104308549,315478572
44994884,100398839
104308549,117941649
39746309,371141102
140932121,333130710
138297987,256643932
57943818,390426244
59037852,156537582
126479598,298790528
23523757,41239602
121848569,158198928
140932121,5133900
59560179,247521050
1403524,322151504
46312028,229544843
32480479,22164810
13363827,329061085
122981333,339429478
140932121,143604072
19006633,318943378
126047058,122546313
29846150,33714604
58531161,307531166
138445366,287570153
109729722,392625504
142317567,361946470
109326356,92201182
13363827,400217581
57310719,208320858
2067148,270417809
125255501,273134599
31204024,200306602
59037852,126923177
57943248,89695775
142298118,308713302
27559334,66192118
34919803,70799154
58855527,250042037
139251889,88312929
142317567,145186344
120557785,274507659
140932121,369651825
14851807,220446742
61837232,298062402
142298118,22310467
19315895,117777420
1403524,366262238
27559334,37599720
133978566,293398890
122288225,77139665
49961586,234230982
13363827,253281558
104308549,133598830
50661718,212053272
39746309,123825131
17201854,89400869
58855527,102538425
140677448,240244490
142298118,113645663
34020184,17009115
27559334,243151505
102865660,131778338
14498886,337467001
61837232,64347565
50210881,307557067
141988556,259151463
141125519,286643681
36061970,241576498
134304816,185592390
120857764,289705445
17321395,339952708
120857764,179232191
109752945,227085387
14498886,204571440
30273915,331650358
115172273,172001496
142298118,299035186
140932121,368661696
57357240,99867839
50661718,204998735
14851807,296532001
1403524,55171100
138297987,119801894
1403524,289074077
34020184,26632164
47059634,395288837
39995285,398161897
48576195,366415172
49961586,284713860
141125519,271281519
6258140,290302695
58531161,184919103
58399743,16982517
106453094,274551370
120857764,344560554
38594480,120190830
139197223,62581649
23631475,113216880
41890861,403287451
40152619,271058539
134680491,118042558
59560179,30720258
13145997,201839619
59037852,252394466
139197223,24366902
39995285,162185371
125923293,83926609
40365286,363538430
51020539,370072981
36061970,145817420
3788803,292370184
109326356,375045983
28062752,138494446
59560179,211369677
109326356,285339724
61837232,395345939
125255501,195509994
121287437,104312899
49961586,383779535
138964078,13657737
141125519,147629063
138297987,273800593
47059634,229376635
140932121,88831356
51020539,29756104
27559334,360687733
40365286,7927213
36692333,216181223
46993829,288475408
59677140,202351120
39995285,375077283
119343762,142645745
46312028,296219358
58531161,331901777
140932121,344562780
125923293,291449702
25551301,348725024
1403524,219718999
17321395,360202192
119343762,166400615
139197223,372792628
141125519,158000887
120857764,33896457
142298118,375011797
36061970,69333592
1403524,294778202
57052977,184694745
39746309,319088351
27136711,13400943
141125519,91137803
139251889,371816274
139197223,327510798
115172273,82137624
13363827,179584580
138445366,17191703
59037852,202511091
39995285,343721343
49961586,202074366
141125519,165921998
110882995,90277075
5736734,372536259
106588742,205998357
19315895,157424429
11792349,131963466
1403524,180514020
128912448,348194930
23523757,45348724
127067454,375563430
125255501,144226292
59037852,288835259
50070856,370887152
52987124,190774827
27559334,198138699
118444341,181206049
13363827,113831977
141125519,297484928
140932121,115373189
39360248,192084408
39746309,79661324
